must,kolmnurk,10
must,kohver,10
must,kiiver,10
must,kaaviar,10
must,hind,10
must,ettur,10
must,asfalt,10
kollane,vili,10
kollane,teemant,10
kollane,täpp,10
kollane,nimekiri,10
kollane,meedia,10
kollane,helkur,10
kollane,ajakiri,10
hall,täismaja,10
hall,omanik,10
hall,nõukogu,10
hall,meri,10
hall,maa,10
hall,hobune,10
valge,veri,9
valge,vaal,9
valge,uba,9
valge,tool,9
valge,terror,9
valge,tennis,9
valge,tegu,9
valge,taskurätt,9
valge,sulg,9
valge,silt,9
valge,seen,9
valge,savi,9
valge,rääkimine,9
valge,puudel,9
valge,pojeng,9
valge,parukas,9
valge,müür,9
valge,must,9
valge,mesikas,9
valge,linik,9
valge,küülik,9
valge,kirst,9
valge,karu,9
valge,kant,9
valge,kael,9
valge,kääbustäht,9
valge,isa,9
valge,ihk,9
valge,eestlane,9
valge,ajakirjandus,9
sinine,sein,9
sinine,paber,9
sinine,õhk,9
sinine,moos,9
sinine,mantel,9
sinine,kostüüm,9
sinine,kombinesoon,9
sinine,keel,9
sinine,kampsun,9
sinine,jalg,9
sinine,iiris,9
roosa,silm,9
roosa,riie,9
roheline,välisminister,9
roheline,väide,9
roheline,tegevus,9
roheline,riigihange,9
roheline,riba,9
roheline,probleem,9
roheline,poliitik,9
roheline,müür,9
roheline,lible,9
roheline,küla,9
roheline,kostüüm,9
roheline,keskkonnaminister,9
roheline,inimene,9
roheline,haldjas,9
roheline,eesmärk,9
roheline,dressipüksid,9
roheline,aktivist,9
roheline,aedpaprika,9
punane,vöö,9
punane,vahuvein,9
punane,tulp,9
punane,tagatuli,9
punane,selg,9
punane,rant,9
punane,propaganda,9
punane,plastmass,9
punane,pesu,9
punane,õhupall,9
punane,nimetus,9
punane,nimekiri,9
punane,maffia,9
punane,kaubik,9
punane,kass,9
punane,kasarm,9
punane,kapsas,9
punane,jälg,9
punane,huulepulk,9
punane,haamer,9
pruun,vöö,9
pruun,riis,9
pruun,plekk,9
pruun,pea,9
pruun,barett,9
oranž,särk,9
must,vest,9
must,tsoon,9
must,tont,9
must,tamm,9
must,süsi,9
must,sõõr,9
must,silmaalune,9
must,serv,9
must,seis,9
must,rinnahoidja,9
must,rant,9
must,rada,9
must,puu,9
must,pükskostüüm,9
must,puit,9
must,porilaud,9
must,nurk,9
must,noormees,9
must,nädal,9
must,metallurgia,9
must,meeleheide,9
must,mass,9
must,mari,9
must,manner,9
must,mägi,9
must,madonna,9
must,link,9
must,lennuk,9
must,küünal,9
must,kunstnahk,9
must,kolonel,9
must,kogu,9
must,kilemultš,9
must,karbike,9
must,ingel,9
must,hinnang,9
must,eestlane,9
must,dressipüksid,9
kollane,T-särk,9
kollane,rõngas,9
kollane,pea,9
kollane,pärl,9
kollane,paprika,9
kollane,pall,9
kollane,osa,9
kollane,õhupall,9
kollane,koordinaat,9
kollane,koolibuss,9
hall,selg,9
hall,seelik,9
hall,osa,9
hall,orav,9
hall,nimi,9
hall,nahk,9
hall,mehike,9
hall,lammutamine,9
hall,kostüüm,9
hall,avamine,9
hall,auto,9
valge,vorm,8
valge,vöö,8
valge,vill,8
valge,vest,8
valge,vesi,8
valge,varrukas,8
valge,vahk,8
valge,tükk,8
valge,tiiger,8
valge,tellis,8
valge,täpike,8
valge,talv,8
valge,sort,8
valge,sai,8
valge,rumm,8
valge,räppar,8
valge,politseinik,8
valge,plastmasstool,8
valge,plastik,8
valge,pilveke,8
valge,pilet,8
valge,papp,8
valge,päike,8
valge,paberilipakas,8
valge,ori,8
valge,number,8
valge,mass,8
valge,liblikas,8
valge,lennuk,8
valge,kuu,8
valge,külg,8
valge,kuju,8
valge,kord,8
valge,kiiver,8
valge,kiht,8
valge,kasvukoht,8
valge,kahhelkivi,8
valge,käeke,8
valge,jakk,8
valge,hani,8
valge,farm,8
valge,ala,8
sinine,vöö,8
sinine,teemant,8
sinine,pudel,8
sinine,õis,8
sinine,nupp,8
sinine,nina,8
sinine,nädal,8
sinine,lips,8
sinine,laid,8
sinine,ketas,8
sinine,dressipluus,8
roosa,triiksärk,8
roosa,taevas,8
roosa,põrsas,8
roosa,muinasjutt,8
roosa,lill,8
roosa,huul,8
roheline,tegemine,8
roheline,teema,8
roheline,rood,8
roheline,rist,8
roheline,riik,8
roheline,rakett,8
roheline,rahatäht,8
roheline,presidendikandidaat,8
roheline,plekk,8
roheline,plank,8
roheline,parlamendifraktsioon,8
roheline,nõudmine,8
roheline,näide,8
roheline,muruvaip,8
roheline,mõte,8
roheline,minister,8
roheline,mask,8
roheline,linnaosa,8
roheline,küngas,8
roheline,koordinaat,8
roheline,kleit,8
roheline,kivi,8
roheline,kile,8
roheline,kastike,8
roheline,jutt,8
roheline,järv,8
roheline,gabardiinpüks,8
roheline,eestkõneleja,8
roheline,asi,8
punane,veisetõug,8
punane,vask,8
punane,värvaine,8
punane,valgusfoor,8
punane,uba,8
punane,tutipael,8
punane,teema,8
punane,raam,8
punane,piirkond,8
punane,periood,8
punane,paber,8
punane,näide,8
punane,majavein,8
punane,lõng,8
punane,lennuk,8
punane,laud,8
punane,lambike,8
punane,laine,8
punane,kriips,8
punane,keep,8
punane,juhe,8
punane,jakk,8
punane,graniit,8
pruun,pudel,8
pruun,pakk,8
oranž,sall,8
must,viltpliiats,8
must,tühjus,8
must,torn,8
must,terapipar,8
must,siga,8
must,ripse,8
must,riik,8
must,rätt,8
must,rääkimine,8
must,punkt,8
must,portfell,8
must,poolsaabas,8
must,põld,8
must,närv,8
must,nahkpintsak,8
must,nahkjakk,8
must,masin,8
must,märk,8
must,mära,8
must,lumi,8
must,lugu,8
must,loor,8
must,lina,8
must,laine,8
must,kinnas,8
must,keha,8
must,juht,8
must,hundikoer,8
must,hing,8
must,hetk,8
must,foon,8
must,aru,8
lilla,särk,8
lilla,jope,8
lilla,daam,8
kollane,tuluke,8
kollane,riis,8
kollane,põhi,8
